id	date	manager_id	shop	refund	refund_sum	product	price	count	summ	discount
11	2019-02-08	Eric	BrandShop	FALSE	0	product_L	261	4	1044	0
12	2019-02-12	Eric	MarketStar	FALSE	0	product_O	281	3	843	0
12	2019-02-12	Eric	MarketStar	FALSE	0	product_Q	245	3	735	0
13	2019-01-21	Alex	Elixir	FALSE	0	product_E	221	4	884	0
13	2019-01-21	Alex	Elixir	FALSE	0	product_O	281	5	1405	0
13	2019-01-21	Alex	Elixir	FALSE	0	product_L	261	4	946	9.424069945234805
13	2019-01-21	Alex	Elixir	FALSE	0	product_F	186	4	744	0
13	2019-01-21	Alex	Elixir	FALSE	0	product_W	152	5	760	0
14	2019-02-28	John	WhiteShop	FALSE	0	product_G	147	4	588	0
14	2019-02-28	John	WhiteShop	FALSE	0	product_R	333	3	999	0
15	2019-11-20	Paul	Elixir	FALSE	0	product_Q	245	6	1470	0
15	2019-11-20	Paul	Elixir	FALSE	0	product_H	317	3	951	0
15	2019-11-20	Paul	Elixir	FALSE	0	product_E	221	3	663	0
15	2019-11-20	Paul	Elixir	FALSE	0	product_T	323	4	1292	0
15	2019-11-20	Paul	Elixir	FALSE	0	product_G	147	5	735	0
16	2019-11-25	Paul	Elixir	FALSE	0	product_S	372	5	1860	0
16	2019-11-25	Paul	Elixir	FALSE	0	product_L	261	2	522	0
16	2019-11-25	Paul	Elixir	FALSE	0	product_N	259	4	1036	0
17	2019-12-25	Jack	BrandShop	FALSE	0	product_M	214	3	642	0
17	2019-12-25	Jack	BrandShop	FALSE	0	product_U	151	4	563	6.802990254946053
17	2019-12-25	Jack	BrandShop	FALSE	0	product_D	330	4	1320	0
17	2019-12-25	Jack	BrandShop	FALSE	0	product_V	381	5	1905	0
18	2019-03-05	Julia	Elixir	FALSE	0	product_W	152	5	760	0
18	2019-03-05	Julia	Elixir	FALSE	0	product_E	221	4	837	5.362990850117058
18	2019-03-05	Julia	Elixir	FALSE	0	product_Q	245	5	1225	0
18	2019-03-05	Julia	Elixir	FALSE	0	product_K	227	5	1135	0
19	2019-05-15	Tom	BrandShop	FALSE	0	product_M	214	3	642	0
19	2019-05-15	Tom	BrandShop	FALSE	0	product_G	147	5	735	0
19	2019-05-15	Tom	BrandShop	FALSE	0	product_Q	245	3	735	0
19	2019-05-15	Tom	BrandShop	FALSE	0	product_A	250	3	750	0
20	2019-06-13	Paul	Elixir	FALSE	0	product_H	317	4	1154	8.980480814352632
21	2019-04-05	Tom	Elixir	FALSE	0	product_X	143	3	429	0
22	2019-10-12	Bill	WhiteShop	TRUE	1409	product_L	261	6	1566	0
22	2019-10-12	Bill	WhiteShop	FALSE	0	product_I	399	4	1596	0
22	2019-10-12	Bill	WhiteShop	FALSE	0	product_Q	245	4	980	0
23	2019-01-22	Bill	WhiteShop	FALSE	0	product_Q	245	4	980	0
24	2019-11-04	Paul	Elixir	FALSE	0	product_N	259	4	1036	0
24	2019-11-04	Paul	Elixir	FALSE	0	product_Z	141	3	423	0
24	2019-11-04	Paul	Elixir	FALSE	0	product_R	333	3	999	0
24	2019-11-04	Paul	Elixir	FALSE	0	product_A	250	5	1250	0
24	2019-11-04	Paul	Elixir	FALSE	0	product_I	399	4	1596	0
25	2019-09-29	Anna	WhiteShop	FALSE	0	product_H	317	4	1268	0
25	2019-09-29	Anna	WhiteShop	FALSE	0	product_R	333	5	1665	0
25	2019-09-29	Anna	WhiteShop	FALSE	0	product_X	143	3	384	10.60107187135145
26	2019-09-05	Anna	Elixir	FALSE	0	product_A	250	3	639	14.84745193971321
26	2019-09-05	Anna	Elixir	FALSE	0	product_N	259	3	705	9.20920041622594
27	2019-05-08	Tom	MarketStar	FALSE	0	product_V	381	3	1143	0
27	2019-05-08	Tom	MarketStar	FALSE	0	product_I	399	3	1197	0
28	2019-08-05	Eric	Elixir	FALSE	0	product_W	152	5	760	0
28	2019-08-05	Eric	Elixir	FALSE	0	product_D	330	6	1980	0
29	2019-01-09	John	WhiteShop	FALSE	0	product_N	259	4	1036	0
29	2019-01-09	John	WhiteShop	FALSE	0	product_R	333	3	999	0
29	2019-01-09	John	WhiteShop	FALSE	0	product_M	214	4	856	0
29	2019-01-09	John	WhiteShop	FALSE	0	product_V	381	4	1313	13.825556100346148
29	2019-01-09	John	WhiteShop	FALSE	0	product_S	372	4	1488	0
29	2019-01-09	John	WhiteShop	FALSE	0	product_Y	236	3	708	0
30	2019-03-18	Jack	WhiteShop	FALSE	0	product_U	151	3	453	0
30	2019-03-18	Jack	WhiteShop	FALSE	0	product_X	143	4	572	0
30	2019-03-18	Jack	WhiteShop	FALSE	0	product_D	330	3	990	0
31	2019-07-29	Alex	BrandShop	FALSE	0	product_A	250	5	1250	0
31	2019-07-29	Alex	BrandShop	FALSE	0	product_P	110	4	377	14.315541863907129
32	2019-09-18	Paul	WhiteShop	FALSE	0	product_H	317	3	951	0
32	2019-09-18	Paul	WhiteShop	FALSE	0	product_P	110	4	440	0
32	2019-09-18	Paul	WhiteShop	FALSE	0	product_C	319	6	1914	0
32	2019-09-18	Paul	WhiteShop	FALSE	0	product_L	261	4	1044	0
32	2019-09-18	Paul	WhiteShop	FALSE	0	product_X	143	4	572	0
33	2019-07-28	Paul	Elixir	FALSE	0	product_Q	245	4	888	9.36778704635799
33	2019-07-28	Paul	Elixir	FALSE	0	product_W	152	4	563	7.483178384136409
33	2019-07-28	Paul	Elixir	FALSE	0	product_J	390	4	1560	0
33	2019-07-28	Paul	Elixir	FALSE	0	product_P	110	4	440	0
33	2019-07-28	Paul	Elixir	FALSE	0	product_A	250	3	750	0
34	2019-04-11	Tim	WhiteShop	FALSE	0	product_Y	236	4	944	0
34	2019-04-11	Tim	WhiteShop	FALSE	0	product_E	221	3	663	0
34	2019-04-11	Tim	WhiteShop	FALSE	0	product_V	381	5	1905	0
34	2019-04-11	Tim	WhiteShop	FALSE	0	product_B	269	3	807	0
34	2019-04-11	Tim	WhiteShop	FALSE	0	product_M	214	3	642	0
35	2019-10-29	Eric	Elixir	TRUE	794	product_G	147	6	882	0
35	2019-10-29	Eric	Elixir	FALSE	0	product_D	330	4	1320	0
35	2019-10-29	Eric	Elixir	FALSE	0	product_W	152	3	456	0
35	2019-10-29	Eric	Elixir	FALSE	0	product_T	323	5	1615	0
35	2019-10-29	Eric	Elixir	FALSE	0	product_U	151	2	302	0
36	2019-10-01	Julia	MarketStar	FALSE	0	product_N	259	5	1295	0
36	2019-10-01	Julia	MarketStar	FALSE	0	product_I	399	5	1995	0
36	2019-10-01	Julia	MarketStar	FALSE	0	product_P	110	6	660	0
36	2019-10-01	Julia	MarketStar	FALSE	0	product_E	221	3	663	0
36	2019-10-01	Julia	MarketStar	FALSE	0	product_O	281	5	1405	0
37	2019-04-02	Alex	BrandShop	FALSE	0	product_O	281	5	1246	11.292865239083767
37	2019-04-02	Alex	BrandShop	FALSE	0	product_M	214	4	856	0
37	2019-04-02	Alex	BrandShop	FALSE	0	product_U	151	5	755	0
37	2019-04-02	Alex	BrandShop	FALSE	0	product_B	269	2	538	0
37	2019-04-02	Alex	BrandShop	FALSE	0	product_K	227	3	681	0
38	2019-07-06	Eric	Elixir	FALSE	0	product_H	317	6	1902	0
38	2019-07-06	Eric	Elixir	FALSE	0	product_G	147	4	555	5.598398898728192
38	2019-07-06	Eric	Elixir	FALSE	0	product_J	390	5	1950	0
38	2019-07-06	Eric	Elixir	FALSE	0	product_U	151	3	453	0
39	2019-08-31	Paul	BrandShop	FALSE	0	product_I	399	5	1995	0
40	2019-06-03	Tom	BrandShop	FALSE	0	product_R	333	5	1419	14.752833077218384
40	2019-06-03	Tom	BrandShop	FALSE	0	product_C	319	3	957	0
40	2019-06-03	Tom	BrandShop	FALSE	0	product_Z	141	4	564	0
40	2019-06-03	Tom	BrandShop	FALSE	0	product_G	147	4	588	0
41	2019-05-24	John	WhiteShop	FALSE	0	product_Z	141	4	564	0
41	2019-05-24	John	WhiteShop	FALSE	0	product_H	317	4	1268	0
42	2019-02-05	Anna	Elixir	FALSE	0	product_Y	236	3	708	0
42	2019-02-05	Anna	Elixir	FALSE	0	product_R	333	2	666	0
42	2019-02-05	Anna	Elixir	FALSE	0	product_J	390	6	2013	13.98037196835503
43	2019-01-15	John	MarketStar	FALSE	0	product_J	390	4	1560	0
43	2019-01-15	John	MarketStar	FALSE	0	product_X	143	4	572	0
44	2019-03-07	Paul	BrandShop	FALSE	0	product_X	143	4	572	0
44	2019-03-07	Paul	BrandShop	FALSE	0	product_S	372	5	1610	13.428014274686575
44	2019-03-07	Paul	BrandShop	FALSE	0	product_C	319	3	957	0
45	2019-10-11	Tim	MarketStar	FALSE	0	product_V	381	5	1905	0
45	2019-10-11	Tim	MarketStar	FALSE	0	product_O	281	4	1124	0
45	2019-10-11	Tim	MarketStar	FALSE	0	product_X	143	6	858	0
45	2019-10-11	Tim	MarketStar	FALSE	0	product_P	110	3	330	0
45	2019-10-11	Tim	MarketStar	FALSE	0	product_R	333	2	666	0
45	2019-10-11	Tim	MarketStar	FALSE	0	product_M	214	4	856	0
46	2019-04-28	Jack	MarketStar	FALSE	0	product_I	399	4	1462	8.399307189974934
46	2019-04-28	Jack	MarketStar	FALSE	0	product_A	250	3	750	0
46	2019-04-28	Jack	MarketStar	FALSE	0	product_G	147	4	588	0
46	2019-04-28	Jack	MarketStar	FALSE	0	product_P	110	2	220	0
46	2019-04-28	Jack	MarketStar	FALSE	0	product_U	151	6	797	12.032171911559999
46	2019-04-28	Jack	MarketStar	FALSE	0	product_N	259	3	777	0
47	2019-05-26	Tom	WhiteShop	FALSE	0	product_U	151	5	755	0
47	2019-05-26	Tom	WhiteShop	FALSE	0	product_K	227	4	797	12.222935887984931
47	2019-05-26	Tom	WhiteShop	FALSE	0	product_J	390	3	1170	0
47	2019-05-26	Tom	WhiteShop	FALSE	0	product_E	221	4	884	0
47	2019-05-26	Tom	WhiteShop	FALSE	0	product_G	147	4	588	0
48	2019-08-13	Tim	Elixir	FALSE	0	product_N	259	3	777	0
48	2019-08-13	Tim	Elixir	FALSE	0	product_D	330	5	1650	0
49	2019-01-09	John	MarketStar	FALSE	0	product_N	259	5	1295	0
49	2019-01-09	John	MarketStar	FALSE	0	product_Q	245	4	980	0
49	2019-01-09	John	MarketStar	FALSE	0	product_C	319	4	1276	0
50	2019-05-02	Bill	BrandShop	FALSE	0	product_O	281	5	1405	0
50	2019-05-02	Bill	BrandShop	FALSE	0	product_B	269	5	1345	0
50	2019-05-02	Bill	BrandShop	FALSE	0	product_H	317	6	1794	5.673933334182948
50	2019-05-02	Bill	BrandShop	FALSE	0	product_X	143	4	572	0
50	2019-05-02	Bill	BrandShop	FALSE	0	product_Z	141	5	648	8.048753284383565
51	2019-06-21	Jack	Elixir	FALSE	0	product_Q	245	2	490	0
51	2019-06-21	Jack	Elixir	FALSE	0	product_H	317	3	834	12.272424746770412
51	2019-06-21	Jack	Elixir	FALSE	0	product_Y	236	3	708	0
51	2019-06-21	Jack	Elixir	FALSE	0	product_Z	141	5	705	0
51	2019-06-21	Jack	Elixir	FALSE	0	product_C	319	4	1276	0
52	2019-05-20	Tim	WhiteShop	FALSE	0	product_E	221	5	1013	8.338086516596377
52	2019-05-20	Tim	WhiteShop	FALSE	0	product_O	281	5	1405	0
52	2019-05-20	Tim	WhiteShop	FALSE	0	product_W	152	5	760	0
52	2019-05-20	Tim	WhiteShop	FALSE	0	product_C	319	4	1276	0
52	2019-05-20	Tim	WhiteShop	FALSE	0	product_T	323	4	1292	0
53	2019-10-04	John	MarketStar	FALSE	0	product_W	152	4	608	0
53	2019-10-04	John	MarketStar	FALSE	0	product_F	186	3	558	0
54	2019-05-04	Bill	MarketStar	FALSE	0	product_D	330	5	1650	0
54	2019-05-04	Bill	MarketStar	FALSE	0	product_G	147	2	294	0
54	2019-05-04	Bill	MarketStar	FALSE	0	product_A	250	3	750	0
54	2019-05-04	Bill	MarketStar	FALSE	0	product_B	269	5	1345	0
54	2019-05-04	Bill	MarketStar	FALSE	0	product_Q	245	4	980	0
54	2019-05-04	Bill	MarketStar	FALSE	0	product_M	214	3	642	0
55	2019-09-02	Tim	BrandShop	FALSE	0	product_W	152	5	760	0
55	2019-09-02	Tim	BrandShop	FALSE	0	product_E	221	2	442	0
55	2019-09-02	Tim	BrandShop	FALSE	0	product_X	143	3	429	0
56	2019-04-08	Jack	WhiteShop	FALSE	0	product_D	330	4	1320	0
56	2019-04-08	Jack	WhiteShop	FALSE	0	product_C	319	4	1276	0
57	2019-04-09	Jack	MarketStar	FALSE	0	product_P	110	4	440	0
57	2019-04-09	Jack	MarketStar	FALSE	0	product_F	186	4	695	6.519033387303352
57	2019-04-09	Jack	MarketStar	FALSE	0	product_M	214	5	932	12.89984250208363
58	2019-05-21	Bill	MarketStar	FALSE	0	product_A	250	3	750	0
58	2019-05-21	Bill	MarketStar	TRUE	704	product_O	281	3	782	7.281352065037936
58	2019-05-21	Bill	MarketStar	FALSE	0	product_U	151	5	672	11.030171737074852
58	2019-05-21	Bill	MarketStar	FALSE	0	product_Y	236	3	708	0
58	2019-05-21	Bill	MarketStar	FALSE	0	product_E	221	4	884	0
59	2019-09-08	Anna	Elixir	FALSE	0	product_W	152	2	275	9.499829492997378
59	2019-09-08	Anna	Elixir	FALSE	0	product_X	143	5	715	0
59	2019-09-08	Anna	Elixir	FALSE	0	product_K	227	6	1226	9.994329467881471
60	2019-02-21	Julia	WhiteShop	FALSE	0	product_I	399	5	1995	0
60	2019-02-21	Julia	WhiteShop	FALSE	0	product_P	110	4	440	0
61	2019-05-21	Tim	Elixir	FALSE	0	product_G	147	4	549	6.594608784653246
61	2019-05-21	Tim	Elixir	FALSE	0	product_J	390	5	1950	0
61	2019-05-21	Tim	Elixir	FALSE	0	product_O	281	4	1124	0
61	2019-05-21	Tim	Elixir	FALSE	0	product_P	110	2	205	6.934345418121666
61	2019-05-21	Tim	Elixir	FALSE	0	product_W	152	4	608	0
62	2019-08-19	Tom	BrandShop	FALSE	0	product_Q	245	3	735	0
62	2019-08-19	Tom	BrandShop	FALSE	0	product_W	152	4	608	0
62	2019-08-19	Tom	BrandShop	FALSE	0	product_C	319	2	638	0
63	2019-09-22	Alex	Elixir	FALSE	0	product_D	330	2	660	0
64	2019-05-17	Alex	BrandShop	FALSE	0	product_M	214	3	642	0
64	2019-05-17	Alex	BrandShop	FALSE	0	product_B	269	5	1345	0
65	2019-05-29	Tim	BrandShop	FALSE	0	product_H	317	4	1268	0
65	2019-05-29	Tim	BrandShop	FALSE	0	product_W	152	4	608	0
65	2019-05-29	Tim	BrandShop	FALSE	0	product_D	330	3	938	5.254763676784933
65	2019-05-29	Tim	BrandShop	FALSE	0	product_R	333	3	999	0
66	2019-03-04	Eric	BrandShop	FALSE	0	product_N	259	3	777	0
66	2019-03-04	Eric	BrandShop	FALSE	0	product_X	143	5	715	0
67	2019-04-17	Jack	Elixir	FALSE	0	product_X	143	5	715	0
67	2019-04-17	Jack	Elixir	FALSE	0	product_S	372	4	1488	0
67	2019-04-17	Jack	Elixir	FALSE	0	product_H	317	3	951	0
67	2019-04-17	Jack	Elixir	FALSE	0	product_T	323	6	1938	0
67	2019-04-17	Jack	Elixir	FALSE	0	product_U	151	4	604	0
68	2019-12-15	Bill	WhiteShop	FALSE	0	product_O	281	3	843	0
68	2019-12-15	Bill	WhiteShop	FALSE	0	product_X	143	3	429	0
68	2019-12-15	Bill	WhiteShop	FALSE	0	product_Q	245	3	735	0
68	2019-12-15	Bill	WhiteShop	FALSE	0	product_P	110	2	220	0
68	2019-12-15	Bill	WhiteShop	FALSE	0	product_E	221	5	1105	0
69	2019-02-07	John	Elixir	FALSE	0	product_T	323	4	1292	0
69	2019-02-07	John	Elixir	FALSE	0	product_Y	236	5	1180	0
69	2019-02-07	John	Elixir	FALSE	0	product_E	221	5	1105	0
69	2019-02-07	John	Elixir	FALSE	0	product_R	333	5	1665	0
69	2019-02-07	John	Elixir	FALSE	0	product_X	143	5	715	0
70	2019-12-11	Eric	WhiteShop	FALSE	0	product_N	259	4	1036	0
70	2019-12-11	Eric	WhiteShop	TRUE	837	product_M	214	5	930	13.08212372707203
70	2019-12-11	Eric	WhiteShop	FALSE	0	product_L	261	5	1305	0
71	2019-11-21	Tom	Elixir	FALSE	0	product_K	227	4	908	0
71	2019-11-21	Tom	Elixir	FALSE	0	product_W	152	3	456	0
71	2019-11-21	Tom	Elixir	FALSE	0	product_E	221	5	1105	0
72	2019-10-18	Anna	MarketStar	FALSE	0	product_K	227	4	908	0
72	2019-10-18	Anna	MarketStar	FALSE	0	product_Q	245	3	735	0
72	2019-10-18	Anna	MarketStar	FALSE	0	product_T	323	5	1615	0
72	2019-10-18	Anna	MarketStar	FALSE	0	product_N	259	6	1554	0
72	2019-10-18	Anna	MarketStar	FALSE	0	product_I	399	4	1483	7.096891968976706
73	2019-08-28	Alex	BrandShop	FALSE	0	product_C	319	5	1595	0
73	2019-08-28	Alex	BrandShop	FALSE	0	product_Y	236	4	944	0
74	2019-05-22	Anna	MarketStar	FALSE	0	product_G	147	2	294	0
74	2019-05-22	Anna	MarketStar	FALSE	0	product_E	221	4	884	0
75	2019-02-12	Eric	Elixir	FALSE	0	product_J	390	3	1170	0
75	2019-02-12	Eric	Elixir	FALSE	0	product_C	319	4	1276	0
75	2019-02-12	Eric	Elixir	FALSE	0	product_H	317	3	951	0
75	2019-02-12	Eric	Elixir	FALSE	0	product_E	221	4	884	0
76	2019-11-06	Julia	Elixir	FALSE	0	product_B	269	4	1076	0
76	2019-11-06	Julia	Elixir	FALSE	0	product_Q	245	3	735	0
77	2019-08-21	Tim	BrandShop	FALSE	0	product_E	221	3	663	0
77	2019-08-21	Tim	BrandShop	FALSE	0	product_C	319	5	1595	0
77	2019-08-21	Tim	BrandShop	FALSE	0	product_S	372	5	1860	0
77	2019-08-21	Tim	BrandShop	FALSE	0	product_N	259	4	1036	0
78	2019-10-15	Tom	BrandShop	FALSE	0	product_W	152	4	608	0
78	2019-10-15	Tom	BrandShop	FALSE	0	product_V	381	4	1524	0
78	2019-10-15	Tom	BrandShop	FALSE	0	product_M	214	4	856	0
78	2019-10-15	Tom	BrandShop	FALSE	0	product_K	227	5	999	12.006261984352022
78	2019-10-15	Tom	BrandShop	FALSE	0	product_C	319	6	1914	0
79	2019-04-18	Eric	Elixir	FALSE	0	product_O	281	5	1248	11.175888117868453
79	2019-04-18	Eric	Elixir	FALSE	0	product_V	381	6	2286	0
80	2019-12-22	Jack	BrandShop	FALSE	0	product_K	227	6	1362	0
80	2019-12-22	Jack	BrandShop	FALSE	0	product_C	319	3	957	0
81	2019-02-18	John	MarketStar	FALSE	0	product_Y	236	6	1416	0
81	2019-02-18	John	MarketStar	FALSE	0	product_L	261	3	783	0
81	2019-02-18	John	MarketStar	TRUE	450	product_A	250	2	500	0
82	2019-10-17	Bill	Elixir	FALSE	0	product_Z	141	4	564	0
82	2019-10-17	Bill	Elixir	FALSE	0	product_R	333	4	1332	0
83	2019-12-20	Alex	WhiteShop	FALSE	0	product_T	323	5	1615	0
83	2019-12-20	Alex	WhiteShop	FALSE	0	product_R	333	3	879	12.01620579464361
83	2019-12-20	Alex	WhiteShop	FALSE	0	product_Y	236	6	1416	0
84	2019-12-07	Anna	BrandShop	FALSE	0	product_O	281	3	843	0
84	2019-12-07	Anna	BrandShop	FALSE	0	product_S	372	4	1366	8.231638288125396
84	2019-12-07	Anna	BrandShop	FALSE	0	product_N	259	3	777	0
85	2019-05-21	Julia	WhiteShop	FALSE	0	product_F	186	4	744	0
85	2019-05-21	Julia	WhiteShop	FALSE	0	product_R	333	4	1332	0
85	2019-05-21	Julia	WhiteShop	FALSE	0	product_E	221	4	884	0
86	2019-06-07	Tom	WhiteShop	FALSE	0	product_B	269	5	1345	0
86	2019-06-07	Tom	WhiteShop	FALSE	0	product_A	250	5	1075	13.961874407250434
86	2019-06-07	Tom	WhiteShop	FALSE	0	product_D	330	4	1320	0
86	2019-06-07	Tom	WhiteShop	FALSE	0	product_P	110	4	440	0
86	2019-06-07	Tom	WhiteShop	FALSE	0	product_U	151	4	604	0
86	2019-06-07	Tom	WhiteShop	FALSE	0	product_G	147	4	588	0
87	2019-02-14	John	WhiteShop	FALSE	0	product_H	317	4	1268	0
87	2019-02-14	John	WhiteShop	FALSE	0	product_V	381	3	1143	0
88	2019-09-02	Bill	BrandShop	FALSE	0	product_C	319	4	1205	5.576555884908885
88	2019-09-02	Bill	BrandShop	FALSE	0	product_B	269	4	1076	0
89	2019-10-07	Julia	WhiteShop	FALSE	0	product_G	147	3	441	0
89	2019-10-07	Julia	WhiteShop	FALSE	0	product_L	261	3	783	0
89	2019-10-07	Julia	WhiteShop	FALSE	0	product_E	221	5	1105	0
89	2019-10-07	Julia	WhiteShop	FALSE	0	product_X	143	2	286	0
90	2019-01-20	Tom	Elixir	FALSE	0	product_N	259	5	1295	0
90	2019-01-20	Tom	Elixir	FALSE	0	product_R	333	3	999	0
90	2019-01-20	Tom	Elixir	FALSE	0	product_I	399	4	1596	0
91	2019-09-01	Jack	Elixir	FALSE	0	product_G	147	4	588	0
91	2019-09-01	Jack	Elixir	FALSE	0	product_I	399	4	1596	0
91	2019-09-01	Jack	Elixir	FALSE	0	product_F	186	2	372	0
91	2019-09-01	Jack	Elixir	FALSE	0	product_E	221	4	884	0
91	2019-09-01	Jack	Elixir	FALSE	0	product_T	323	4	1292	0
92	2019-05-05	Eric	Elixir	FALSE	0	product_Q	245	5	1225	0
92	2019-05-05	Eric	Elixir	FALSE	0	product_C	319	4	1276	0
92	2019-05-05	Eric	Elixir	FALSE	0	product_N	259	4	1036	0
92	2019-05-05	Eric	Elixir	FALSE	0	product_H	317	5	1585	0
92	2019-05-05	Eric	Elixir	FALSE	0	product_X	143	4	572	0
93	2019-05-12	Jack	WhiteShop	FALSE	0	product_O	281	3	843	0
93	2019-05-12	Jack	WhiteShop	FALSE	0	product_V	381	4	1524	0
93	2019-05-12	Jack	WhiteShop	FALSE	0	product_A	250	5	1250	0
93	2019-05-12	Jack	WhiteShop	FALSE	0	product_J	390	3	1170	0
93	2019-05-12	Jack	WhiteShop	FALSE	0	product_H	317	5	1585	0
93	2019-05-12	Jack	WhiteShop	FALSE	0	product_Y	236	3	708	0
94	2019-05-16	Jack	MarketStar	FALSE	0	product_U	151	4	604	0
94	2019-05-16	Jack	MarketStar	TRUE	1323	product_Q	245	6	1470	0
95	2019-07-16	Anna	Elixir	FALSE	0	product_O	281	2	562	0
95	2019-07-16	Anna	Elixir	FALSE	0	product_A	250	2	500	0
95	2019-07-16	Anna	Elixir	FALSE	0	product_W	152	4	608	0
96	2019-12-26	Tom	WhiteShop	FALSE	0	product_E	221	3	663	0
96	2019-12-26	Tom	WhiteShop	FALSE	0	product_D	330	3	990	0
96	2019-12-26	Tom	WhiteShop	FALSE	0	product_V	381	5	1732	9.074983762111515
96	2019-12-26	Tom	WhiteShop	FALSE	0	product_X	143	4	572	0
97	2019-11-22	Julia	BrandShop	FALSE	0	product_H	317	4	1268	0
97	2019-11-22	Julia	BrandShop	FALSE	0	product_V	381	4	1524	0
97	2019-11-22	Julia	BrandShop	FALSE	0	product_L	261	5	1305	0
97	2019-11-22	Julia	BrandShop	FALSE	0	product_A	250	3	750	0
98	2019-11-08	Eric	WhiteShop	FALSE	0	product_V	381	2	762	0
98	2019-11-08	Eric	WhiteShop	FALSE	0	product_I	399	4	1596	0
98	2019-11-08	Eric	WhiteShop	FALSE	0	product_G	147	2	294	0
98	2019-11-08	Eric	WhiteShop	FALSE	0	product_E	221	4	884	0
99	2019-11-18	Eric	BrandShop	FALSE	0	product_V	381	4	1524	0
99	2019-11-18	Eric	BrandShop	FALSE	0	product_M	214	3	642	0
99	2019-11-18	Eric	BrandShop	FALSE	0	product_D	330	4	1162	11.965378860477358
99	2019-11-18	Eric	BrandShop	FALSE	0	product_H	317	5	1585	0
99	2019-11-18	Eric	BrandShop	FALSE	0	product_F	186	4	744	0
100	2019-08-21	Tom	Elixir	FALSE	0	product_Q	245	6	1470	0
101	2019-03-14	Bill	Elixir	FALSE	0	product_W	152	3	456	0
101	2019-03-14	Bill	Elixir	FALSE	0	product_Z	141	3	423	0
102	2019-08-19	Julia	MarketStar	FALSE	0	product_X	143	4	527	7.880248273722827
102	2019-08-19	Julia	MarketStar	FALSE	0	product_K	227	3	681	0
102	2019-08-19	Julia	MarketStar	FALSE	0	product_C	319	4	1276	0
103	2019-01-21	Jack	Elixir	FALSE	0	product_Y	236	5	1180	0
